797	2902	8
461	10195	3
151	2827	19
24791	2952	1
158	9648	2
1641	10632	13
437	2664	13
700	7413	0
1887	5939	26
107	8443	17
169	1809	38
629	4895	7
618	1985	17
249	2464	0
278	3859	9
861	5028	12
724	8646	18
157	5818	5
101	9255	6
3870	5658	2
216	1509	0
951	8470	12
143	9851	9
14	5135	29
110	734	7
176	3725	36
238	4041	15
103	10660	24
15786	7696	20
810	9303	13
155	2011	14
728	9486	2
453	10604	0
14581	6309	0
1285	9276	22
332	1210	2
14	10153	16
761	1920	18
379	425	11
227	7880	33
25928	2069	13
2312	2645	7
224	7853	4
106	5997	43
127	566	4
14	5134	9
961	5419	24
174	9756	8
106	2898	3
12	9731	2
122	7222	30
961	1346	12
382	9029	5
3585	7087	19
1	3301	20
23365	8940	24
7954	8136	41
556	6231	15
240	2324	19
1269	7415	8
203	9081	19
623	2684	1
144	449	13
101	4523	1
3983	5390	17
2120	6700	37
27474	9144	6
254	1345	0
1995	9695	6
135	3947	8
486	5464	11
358	5203	6
16023	4881	9
158	6130	7
3747	7874	3
807	6431	12
129	8041	9
2470	1131	0
103	6433	29
9	9402	17
14	9354	24
137	2157	49
260	1142	5
120	8163	35
164	10037	12
141	9494	27
159	2385	4
306	8002	20
132	3462	20
325	768	0
25946	3915	46
853	1303	33
12	3691	8
9	7640	5
24152	3575	6
109	366	40
217	8206	1
1203	8545	14
105	962	10
14	9931	14
12	10283	5
933	6031	18
295	3360	24
240	5361	10
101	8495	16
160	9687	3
6006	8699	15
396	875	11
150	4711	6
111	573	3
144	7146	22
112	5664	30
186	2451	4
101	6112	4
1989	1256	12
2062	2480	21
130	7119	16
741	9750	13
4996	4695	3
486	6194	11
1332	2092	8
206	5010	10
12	9196	13
27858	9368	6
127	2194	6
338	1481	7
3875	2733	5
123	1339	4
6114	9491	6
110	5373	2
14	6273	21
117	1640	24
12	6020	2
103	1926	3
999	5033	16
14	235	24
143	10606	38
2217	7271	5
284	6109	7
171	164	9
940	2687	4
6362	2647	6
533	2321	17
315	5745	13
1512	1866	1
13	2682	5
115	5093	13
695	3060	6
14	682	14
5553	7569	17
20925	7013	23
129	3936	6
12	3146	5
117	7235	3
2192	5825	29
279	7059	10
415	3935	8
289	3501	0
1637	5333	3
102	3366	28
222	10087	7
5768	2780	22
6294	8754	6
218	6086	25
129	463	3
110	10204	13
14812	8259	12
116	508	37
6701	5897	11
25111	2040	0
13989	1600	9
232	151	13
104	6084	31
9903	3761	2
6034	5900	18
101	3530	11
125	5341	13
13	2683	17
7097	4929	0
202	1973	13
5831	1825	4
1135	9493	17
12	3502	13
115	7918	2
12	1679	8
403	1558	0
149	9981	33
517	3667	22
278	5464	9
344	1800	1
148	6731	10
104	9893	18
212	4288	2
143	5208	3
1474	1376	23
117	1485	6
7845	9075	30
113	9440	16
800	1000	0
1559	3891	0
1871	9382	17
121	286	2
22411	3236	5
107	9335	20
8	7024	4
1844	5961	10
101	8812	3
6637	848	0
12	9826	13
14	2281	21
290	6733	4
995	636	11
11513	7136	32
304	4527	10
229	6616	12
173	1340	20
121	1594	12
101	6565	13
14	9033	15
15611	6671	28
232	4918	9
105	8192	6
323	10410	0
126	3001	18
372	3346	9
4938	6324	4
9663	3516	0
111	9621	7
101	8482	5
190	9308	0
12788	3172	0
102	7814	12
102	997	3
830	3271	8
193	6526	0
399	4003	5
129	1928	7
12	9417	23
17554	2737	12
5427	2276	3
12	2698	3
133	9607	13
12	8640	21
12	7368	9
491	1124	14
110	722	6
147	7876	29
8	2933	10
8	9748	2
382	354	21
14	8091	34
657	59	4
4504	5035	4
121	370	24
313	3193	2
154	5040	21
12	5544	26
21079	7107	19
640	6705	4
177	6174	18
105	2445	16
582	10660	12
24168	863	5
177	9459	18
288	2022	7
16	4768	12
132	3916	1
255	167	7
401	5851	2
135	44	4
14	6408	19
1527	2765	8
4754	6578	33
104	713	7
499	5619	7
657	58	16
8	2705	2
110	9938	9
213	7371	14
21136	9676	3
14	8298	7
402	5872	10
12	10564	14
8	9649	28
9433	1711	30
102	8940	14
148	366	21
107	3316	6
348	4193	0
151	4500	38
3006	9757	21
709	4257	13
109	7152	9
14	9201	32
522	10286	14
2149	7395	3
101	10307	2
1232	2506	5
111	2740	13
14	803	8
4152	1863	10
3639	10048	10
14	7744	7
1623	1638	13
158	4144	4
126	3000	6
564	3361	13
200	2408	19
162	7415	12
26407	339	9
134	7046	5
5498	5828	8
107	2649	14
783	9820	0
995	3382	18
101	8483	17
108	1022	2
478	431	19
103	7020	10
106	6165	10
1427	9214	20
15918	9620	0
122	4097	2
126	9867	2
8963	3465	29
103	8796	18
20484	9455	12
23223	8053	3
153	3464	2
8860	7528	13
109	10599	2
1663	2561	0
221	6709	11
163	1480	1
208	332	18
12	2555	7
131	9108	30
228	494	10
114	10617	3
3246	10699	14
116	3184	7
153	2530	10
162	10118	2
205	5924	4
112	7354	10
141	2223	8
8	1993	21
590	554	6
214	6108	1
4916	2257	0
10799	9571	9
880	891	33
14	3864	21
14	1015	18
3158	5134	1
140	2927	4
1309	7394	0
153	7875	10
251	3256	1
102	10655	7
101	121	4
143	3887	16
2159	4857	26
168	3194	11
309	2805	10
130	1579	50
124	5697	9
125	9439	37
1111	9602	58
3400	2936	2
102	4377	27
155	8041	24
10434	6244	7
212	6558	7
107	9289	2
101	3891	29
118	3420	3
4618	4273	0
121	7235	27
5068	7168	4
26952	3257	6
257	487	1
103	4924	11
104	219	9
4020	4601	0
974	5587	12
11687	6161	3
2200	5910	3
19128	3395	4
18366	4270	16
719	5497	21
530	7532	6
115	4344	19
187	427	2
187	7368	13
12	2201	25
103	4248	1
1691	9475	2
1784	2620	28
9092	6882	18
12	7122	17
7099	3574	9
772	6124	23
678	10012	19
361	1304	0
136	6093	12
14	9520	29
3467	2576	17
121	7456	17
125	261	27
142	4630	32
133	183	16
12	4049	13
105	9272	2
17	5996	6
354	9189	21
17	1760	14
103	1977	1
142	7169	10
14	10097	11
149	6451	6
15686	40	8
398	5788	8
916	1705	6
14688	9730	2
345	9457	18
241	9827	8
14	5756	28
282	2338	15
105	4894	11
103	3004	10
124	7437	2
193	6598	0
186	4914	39
183	6806	4
609	4129	4
1109	2939	1
544	5466	10
1362	3802	7
1370	3156	15
470	10268	6
14616	3234	5
4685	6922	2
14	922	28
292	5459	10
101	5618	10
130	2484	10
618	8089	11
137	9445	11
16521	3137	28
8	4007	2
102	9136	6
183	344	3
13777	5429	0
208	1802	2
712	6313	11
2557	5745	0
680	7628	16
134	4924	8
353	8674	5
581	2323	25
375	1575	6
105	2932	6
548	829	15
101	7916	34
1689	7719	15
583	1123	5
103	5629	25
193	6913	0
21110	3065	28
12053	4863	14
132	6226	3
317	808	2
451	474	10
3848	9191	8
105	5017	9
14	1682	10
5626	627	21
141	5315	23
133	6506	34
186	3040	5
102	2911	14
104	1471	5
8705	10124	7
14	9400	15
461	516	7
105	6940	6
14	4753	22
2	184	31
115	10073	24
119	6898	29
14	10138	19
9129	2721	6
14	3381	25
14	6699	52
116	5687	6
340	9014	5
440	2637	16
2232	2002	10
602	5114	9
108	6735	5
1545	5814	6
1970	5457	22
20579	8365	1
151	4791	1
1420	6676	9
21177	4140	5
7740	7062	24
131	4413	3
9	5609	11
2236	10321	13
121	8486	9
4771	2485	15
14	9351	34
121	9997	23
4757	5083	9
123	5606	17
13827	7223	4
121	2698	18
1036	9823	2
125	1827	16
129	9240	7
16021	192	1
3683	4771	9
110	5193	3
174	7104	14
2206	6089	15
314	1614	8
2568	7968	7
14	7710	10
179	5032	2
598	10261	14
306	9842	12
2048	7776	9
4545	6408	18
205	4326	7
5999	6841	16
143	8993	19
14	2724	45
107	3116	29
132	2139	12
153	9025	1
137	7301	26
171	371	2
14	4272	27
2284	6895	5
12	10361	9
27923	2549	8
12	6558	18
122	9317	12
10036	8945	9
142	5832	6
293	4412	11
3632	5005	21
103	4820	2
307	6007	7
139	6758	8
28306	350	15
128	7576	3
102	7198	21
22962	3047	8
23062	3966	8
101	9617	2
6298	2011	12
541	1920	23
14	8657	22
124	9807	15
1425	10145	4
164	1070	15
130	7165	7
571	4429	0
9675	996	2
133	7930	2
12	1595	9
177	3139	3
151	4915	18
12	7000	6
156	8932	0
12	3354	12
229	5130	12
111	332	7
2272	5974	1
1617	9747	26
1792	5384	17
8983	8873	33
2078	10617	6
211	8157	30
1081	10501	2
14	2714	20
105	5461	14
14	6137	27
270	7318	14
122	10253	9
200	9873	2
3551	1461	7
543	9564	16
465	7544	11
26150	3180	11
2478	10091	2
1046	7715	8
3608	6135	27
101	7733	2
14299	6221	0
2093	2606	8
101	5361	27
1837	9253	21
281	2991	8
223	3537	18
104	2157	42
117	1848	17
1128	5360	20
9	8999	11
494	9916	12
102	4663	6
14	6860	45
128	8790	11
227	3881	8
137	6986	12
101	3027	2
101	7569	8
235	6552	0
196	7575	15
14	3065	30
4187	2534	39
519	7219	4
206	8896	4
2648	4993	17
109	4436	36
952	2310	22
14018	5191	5
156	8227	0
23289	8288	5
570	1451	3
11887	10352	25
22366	5003	18
134	2906	4
1405	1490	18
104	350	14
315	234	8
102	7730	13
1629	2868	0
10156	7019	26
749	7769	24
927	1523	7
12	8790	8
133	9745	16
2548	867	4
128	5090	39
105	8189	13
5461	4843	15
9112	2052	18
319	1478	5
107	908	8
2391	10086	1
103	1275	6
358	7436	23
11041	6848	4
927	1623	13
1357	9095	7
8669	1497	15
115	4924	2
113	3152	1
502	589	14
182	6201	3
27745	6777	9
179	6063	4
27505	8887	13
12	1397	15
108	8771	14
720	8825	1
107	6659	25
116	4466	7
27442	2550	2
112	440	10
2889	10192	10
12	7090	10
443	7946	15
108	8679	4
2442	5479	1
200	1460	23
1199	6303	1
566	6495	8
14	2516	18
10339	2295	12
159	9231	14
130	10581	14
120	6926	6
9	2625	5
14	2673	12
106	879	12
284	449	0
14	2964	16
8189	2670	15
2410	9728	11
672	3391	21
116	3038	30
20966	4950	3
170	2580	1
101	7676	6
14	7535	33
1889	9002	13
572	3396	13
1183	3573	4
12160	2235	0
217	9663	3
22549	960	16
14	8863	16
122	7531	2
3586	8234	16
109	3746	8
26769	10470	2
157	6921	10
2774	2690	12
8	9603	11
192	323	8
123	9898	16
9	1576	20
20514	8056	11
4000	6848	21
298	4267	12
12	5040	7
165	425	7
115	7571	7
13373	4396	0
822	2050	0
591	1303	15
102	7282	15
3613	3885	18
188	1135	5
121	8490	8
17003	5030	22
154	3233	15
110	737	5
363	7352	4
108	6723	4
104	4056	13
27783	3556	7
1009	10287	0
107	1130	24
170	5529	8
5741	693	29
111	10056	2
25564	5057	0
1550	1651	39
4664	10131	10
10192	5519	18
115	2140	1
104	5161	39
115	893	4
164	8502	47
142	8803	3
142	6309	29
187	6674	33
102	10291	6
125	6439	31
3389	6317	14
1347	8402	1
143	6436	7
1767	662	4
12	3834	14
105	4028	11
105	7728	3
268	1136	7
192	6811	36
14	9818	8
57	3931	4
416	2448	13
979	2233	3
171	5429	2
103	4631	8
17	6255	2
147	9595	12
1262	9126	1
393	3924	3
4575	1874	20
324	3705	13
1396	7238	0
1437	5805	26
4305	1580	25
104	3771	7
16	3358	6
164	354	17
19531	9030	31
279	2508	3
14	1719	13
129	3251	7
1409	523	24
3939	1130	0
271	7793	0
133	7360	49
220	9752	19
210	5140	25
1288	4022	9
22667	1216	9
3155	929	3
7282	9180	10
2390	6926	13
12	6782	16
12	5777	23
8122	4148	3
1575	9696	6
12	3545	6
243	4418	6
9214	2256	4
10114	1612	1
219	1711	41
350	4438	21
101	4767	25
951	6820	8
141	5378	24
14225	10248	2
1081	2120	7
943	6137	4
23637	2982	15
133	4466	5
258	4012	7
359	9985	31
107	6698	31
5884	5331	6
3106	4310	6
125	4964	4
109	1224	21
27455	6852	23
9796	2877	22
436	2936	17
1545	10101	14
156	9028	0
2522	10285	4
298	5388	10
596	1628	8
607	1097	5
329	2849	0
1424	2372	8
118	6422	2
21409	1170	2
152	372	39
18256	8671	15
13	427	9
8089	8731	11
4449	3697	8
138	7277	24
105	2454	1
26850	3073	10
6207	5994	1
318	3754	0
14	510	13
222	892	25
101	219	1
378	8959	8
7163	143	3
19123	2226	11
6144	6780	11
130	8304	1
1385	2740	14
14	1926	36
387	2671	7
114	9303	11
101	3537	26
304	5554	9
14	4248	9
198	4632	7
576	3513	9
14	9905	16
269	3366	49
136	10401	1
321	985	7
954	8492	15
12	6227	28
108	2380	4
558	7886	3
101	2491	18
1175	1903	0
8	2657	11
101	4851	3
3073	10100	10
1889	7207	15
104	988	18
11754	7750	31
101	9434	26
216	1277	0
399	9951	14
311	4276	24
133	6270	12
142	8064	7
105	2776	7
232	4929	2
23140	4631	2
105	6075	8
57	9625	0
14	2449	14
110	9892	22
14	3453	16
18312	5516	13
119	10162	8
162	6805	32
381	2490	13
174	1100	19
109	1765	25
101	9757	26
216	1594	0
318	3207	12
126	3427	17
166	70	9
136	4421	3
179	3685	9
110	677	13
9526	2296	18
8	35	4
128	9875	19
157	5825	15
12	6701	39
128	6782	19
115	5906	2
286	9384	23
211	5425	21
140	8769	3
241	6854	1
163	9445	31
108	3589	4
402	197	11
669	4108	0
23184	2255	4
6099	3306	0
101	92	3
835	5148	5
2500	2919	5
25848	10673	24
755	6691	23
9	6479	17
2271	6750	20
161	6214	5
12	6047	19
124	7905	1
3353	4568	24
4098	3045	3
266	8121	15
104	5372	6
19193	3512	4
146	2773	24
14	7688	33
14	2122	43
118	9778	6
16084	5452	23
133	6565	41
101	6485	4
22473	3242	13
109	5643	15
102	1464	2
792	8928	9
260	10178	22
109	7466	10
21	3343	23
184	3766	4
396	5458	11
1393	6092	0
126	4806	10
270	3508	2
14	7096	24
9843	5743	19
1820	5799	1
8919	429	6
17013	4484	11
113	5040	6
12	10677	19
12629	896	6
432	6397	14
262	2824	24
1755	5086	8
118	7575	18
118	10065	12
106	1701	4
206	5989	5
9	3979	13
8772	2331	6
115	6458	5
182	1887	18
106	10027	11
395	61	14
113	382	9
1575	6534	5
2386	8067	1
12826	2711	17
206	6793	19
1057	5947	27
104	9595	6
231	2763	26
14	9547	56
3850	1535	3
11154	109	0
17204	3361	19
119	6974	7
261	1386	24
152	4172	1
175	1031	0
778	9652	6
941	4618	5
16	3346	7
531	6477	21
7271	6264	0
181	6012	1
9	6569	28
149	3217	14
20918	4393	6
4089	9595	35
4134	7678	15
12	1808	10
112	8210	22
101	5880	4
24808	7388	5
767	1260	4
124	8210	33
134	5787	14
1595	9475	8
374	2913	9
122	10435	22
12	4854	10
105	1522	5
5047	5208	0
10185	354	10
27638	7877	20
12320	2632	0
278	865	9
22101	2276	52
302	2118	11
8784	2020	5
106	7079	4
5012	10521	10
1448	3490	16
124	5314	1
1813	6498	19
548	7799	6
1512	7094	12
27375	7220	14
101	3505	1
12	891	22
124	8527	18
6466	5195	23
122	1443	10
14	8442	21
151	5300	13
117	7025	9
12	3254	13
506	10104	0
114	341	1
148	3635	28
338	1459	25
723	5535	16
10364	2572	6
5327	1002	10
1713	2276	42
103	1914	11
5021	5388	15
268	5082	4
106	8771	6
166	9193	11
199	5872	4
23187	9900	22
181	2265	26
10227	7110	25
288	6040	3
157	8129	7
12	4990	24
177	2415	6
1613	10562	10
1019	1874	19
117	7700	17
884	4583	5
104	4125	13
473	5918	2
376	370	10
14	4552	47
14	4141	51
13132	2807	1
12752	3196	0
195	3092	28
112	10161	26
1271	7932	3
14	2461	15
846	1781	10
2879	5379	24
813	6688	26
3740	3055	4
17550	10662	6
135	10101	29
860	6737	4
105	7318	12
3122	375	23
114	2718	8
376	2551	5
857	927	28
109	1483	4
22758	7887	10
123	10543	2
102	3285	4
104	3802	8
359	10215	18
12791	6215	10
170	6835	10
112	7188	14
27728	1753	6
21	142	15
181	916	5
4177	5472	2
1416	9105	12
14	7448	5
2508	5434	17
13505	7590	14
14	2751	19
9	6915	18
135	8052	3
10290	7837	16
112	10364	1
134	2386	15
8460	7294	14
2699	4035	13
122	3113	21
14	5046	20
14	4691	8
646	1988	2
547	1456	9
26098	9050	28
3638	6865	12
121	841	16
172	5559	9
689	6484	15
2820	1285	18
164	965	10
1699	8959	7
298	10030	20
145	6363	7
12	3967	9
370	2856	28
404	2209	6
1094	5262	0
4572	8573	17
715	7533	4
264	6772	0
305	10672	12
12	10129	21
443	6154	18
7572	1923	16
115	2033	1
12	9558	21
5680	586	9
182	732	7
188	5997	16
101	7248	7
939	7168	2
168	5752	22
121	7852	9
114	10576	5
15334	2006	4
111	6375	5
153	9386	4
7105	5056	0
2029	4666	1
14	1395	28
14	701	30
154	5926	21
280	10272	4
219	2941	6
144	6201	23
164	6730	27
14	2341	32
729	4874	47
114	3252	2
237	5566	23
262	5331	7
595	2848	11
58	1668	23
4907	2323	0
292	2630	10
131	10636	6
142	7481	3
768	4637	15
12	5188	9
913	1303	6
965	6946	10
1703	3197	9
196	10112	5
332	4861	6
101	1452	7
178	5779	16
25109	2038	0
2841	8481	4
138	1398	1
261	1745	25
236	9865	27
4931	1895	23
330	5598	7
8981	1322	5
103	2792	25
2260	7775	11
277	5974	22
108	5023	13
4401	9758	4
850	5609	8
101	3146	2
1105	4548	26
359	7216	3
112	6859	3
160	5172	2
14	5748	40
101	8491	10
12	7239	16
879	6268	22
103	6437	7
4483	6748	8
1707	7792	4
339	293	30
274	10611	5
1431	1147	17
244	6130	3
27769	6677	6
104	7972	5
104	5600	28
141	8924	3
21101	5842	13
780	6542	1
108	1081	15
110	6997	12
286	9296	5
12	6188	12
911	7474	5
902	622	15
1112	10438	19
103	2019	22
997	5240	0
112	10178	11
3134	2148	34
14	1564	40
6868	5024	17
102	8043	11
4078	4717	9
319	9909	6
134	1772	5
109	9847	12
665	8457	43
15515	8626	0
115	10403	26
182	8324	7
12	2564	14
113	1576	2
219	4514	14
334	5151	0
105	6084	24
166	6674	2
124	3696	7
2156	8436	14
246	1429	15
274	9336	10
118	7106	8
123	9302	8
172	8398	9
101	2819	2
1603	4685	17
101	4526	15
255	4294	8
24042	8311	3
117	6447	20
5146	9749	2
113	7746	15
154	8023	9
105	10251	4
108	1370	5
768	5113	7
167	1216	1
12	9634	6
22142	3521	44
101	8712	2
9594	10536	8
113	7354	34
310	2336	31
102	4262	16
114	4294	2
350	4547	9
20711	10697	16
105	6728	21
165	5521	3
434	3593	12
6146	2263	8
146	8430	26
320	10497	1
195	5378	16
347	2142	38
1656	5760	3
8	4410	16
1088	3682	26
126	8343	5
1684	6655	19
107	7294	17
611	7870	23
2576	8264	0
102	2373	27
1073	7267	28
249	2504	0
10947	5628	14
1353	4535	15
596	3616	1
12	10663	13
136	541	1
12	1222	5
476	7846	5
7359	4677	10
1680	9749	0
14	3786	16
14	1038	9
180	10560	2
327	580	4
20945	6670	36
2381	4504	10
134	1442	3
176	5361	18
216	1421	0
13	3962	8
1261	5696	16
14	3211	6
14	9764	12
261	9048	16
4418	2594	11
105	7758	7
4673	54	12
446	5106	23
107	6966	5
14	2585	35
127	6835	11
14	7259	41
10743	2327	4
119	7975	30
219	2561	7
149	7181	29
103	8940	9
108	3506	4
6229	5312	22
108	349	3
23911	9778	1
101	1061	1
13276	4031	0
4463	3432	13
101	1003	3
3480	3437	15
14	101	21
103	6763	1
1024	5845	2
1395	10493	21
14	2721	12
109	4277	13
508	7364	4
2430	9600	15
125	2579	7
1958	9427	0
2478	5054	3
114	5638	4
13417	4723	13
106	10040	1
1820	1180	9
105	5708	10
105	2863	5
3955	6366	1
1509	1810	1
101	7041	14
8285	7584	8
139	5521	31
4160	10265	0
115	7491	7
120	2014	3
12	3587	8
12	1223	17
14	3561	24
23685	784	6
158	1201	20
115	6763	8
2575	5647	5
2534	9458	20
119	8683	19
1051	10205	0
214	3942	12
187	5858	45
258	1045	11
114	9379	24
121	6270	17
245	7804	1
133	6511	3
14	8751	11
12	6124	2
6502	2025	2
137	4855	10
101	332	24
4020	9956	17
101	4389	12
2503	3561	7
146	832	12
178	7836	8
1872	3788	5
758	8320	6
142	1787	5
12	2120	13
127	4817	29
104	10468	1
17548	9082	14
442	8693	6
118	3176	11
2387	10480	4
260	2420	5
302	8179	3
103	5101	31
3265	5399	6
115	513	5
28017	4680	2
525	8296	4
289	3525	0
106	5978	29
1076	3244	24
134	4423	18
